id,url,createdTime,likesCount,commentsCount,sharesCount,authorId,authorName,type
163576114113950_176126086192286,https://www.facebook.com/163576114113950/posts/176126086192286,2016-12-07T19:29:47+0000,20,2,0,1193811087303328,Timothy Kao,photo
163576114113950_175248469613381,https://www.facebook.com/163576114113950/posts/175248469613381,2016-12-06T19:38:55+0000,615,24,13,1159652644058282,Derek Moskowitz,photo
163576114113950_176137109524517,https://www.facebook.com/163576114113950/posts/176137109524517,2016-12-07T19:50:31+0000,293,65,3,1873131369583329,Pseud Onym,photo
163576114113950_175639402907621,https://www.facebook.com/163576114113950/posts/175639402907621,2016-12-07T07:07:24+0000,1468,121,4,979053832132841,Ti Na Zou,photo
163576114113950_176197599518468,https://www.facebook.com/163576114113950/posts/176197599518468,2016-12-07T21:07:38+0000,998,38,1,10206210606005475,Arissa Santos,photo
163576114113950_175381419600086,https://www.facebook.com/163576114113950/posts/175381419600086,2016-12-06T23:42:04+0000,383,43,1,10204047915357442,Joe Lee,photo
163576114113950_175396872931874,https://www.facebook.com/163576114113950/posts/175396872931874,2016-12-07T00:17:22+0000,1088,159,3,10209195136099588,Dmitri Brereton,photo
163576114113950_175362426268652,https://www.facebook.com/163576114113950/posts/175362426268652,2016-12-06T22:59:58+0000,2083,161,6,190791271374150,Daniel Rivas,photo
163576114113950_176110136193881,https://www.facebook.com/163576114113950/posts/176110136193881,2016-12-07T19:01:58+0000,116,5,0,1140346579418104,Ali Heera,photo
163576114113950_175693336235561,https://www.facebook.com/163576114113950/posts/175693336235561,2016-12-07T08:27:09+0000,548,21,2,1279558105404414,Michael Hunter Ashby,photo
163576114113950_175763776228517,https://www.facebook.com/163576114113950/posts/175763776228517,2016-12-07T10:26:07+0000,2200,97,4,1232234340161999,Kevin Tan,photo
163576114113950_175814356223459,https://www.facebook.com/163576114113950/posts/175814356223459,2016-12-07T11:46:57+0000,425,12,2,1183152785068814,Alysa Wang,photo
163576114113950_175364742935087,https://www.facebook.com/163576114113950/posts/175364742935087,2016-12-06T23:06:31+0000,137,23,0,1522170681418556,Katniss Bendita Everdīn,photo
163576114113950_176143016190593,https://www.facebook.com/163576114113950/posts/176143016190593,2016-12-07T20:00:21+0000,31,33,0,859999117404833,Matthew Lin,photo
163576114113950_175432569594971,https://www.facebook.com/163576114113950/posts/175432569594971,2016-12-07T01:32:22+0000,673,38,0,1208294142517827,Dimyana Marie,photo
163576114113950_175232262948335,https://www.facebook.com/163576114113950/posts/175232262948335,2016-12-06T19:21:13+0000,373,92,3,1587008631615999,Dayoung Lee,photo
163576114113950_175737042897857,https://www.facebook.com/163576114113950/posts/175737042897857,2016-12-07T09:40:57+0000,448,28,0,1141179495896959,Kawsar Nasir,photo
163576114113950_175321356272759,https://www.facebook.com/163576114113950/posts/175321356272759,2016-12-06T21:50:38+0000,882,51,1,957093644356956,Maria Garcia,photo
163576114113950_175848672886694,https://www.facebook.com/163576114113950/posts/175848672886694,2016-12-07T12:38:16+0000,283,39,0,10153342403085345,Wali Kamal,photo
163576114113950_175490579589170,https://www.facebook.com/163576114113950/posts/175490579589170,2016-12-07T03:20:37+0000,982,52,2,10206238728796274,Nickel Holly,photo
163576114113950_176229489515279,https://www.facebook.com/163576114113950/posts/176229489515279,2016-12-07T22:08:35+0000,115,9,0,1234815613199619,Jacob Loo,photo
163576114113950_176233306181564,https://www.facebook.com/163576114113950/posts/176233306181564,2016-12-07T22:14:04+0000,2,0,0,10205352238271353,Ayush Patel,photo
163576114113950_175605942910967,https://www.facebook.com/163576114113950/posts/175605942910967,2016-12-07T06:17:00+0000,99,7,0,953272138075755,Christian Wooten,photo
163576114113950_175781902893371,https://www.facebook.com/163576114113950/posts/175781902893371,2016-12-07T10:55:03+0000,161,7,0,1183152785068814,Alysa Wang,photo
163576114113950_176228552848706,https://www.facebook.com/163576114113950/posts/176228552848706,2016-12-07T22:06:39+0000,120,9,0,993969930697473,Josue Sanchez,photo
163576114113950_175167902954771,https://www.facebook.com/163576114113950/posts/175167902954771,2016-12-06T17:54:59+0000,11,3,0,10208889969192751,Jonathan Waitforit,video
163576114113950_175612242910337,https://www.facebook.com/163576114113950/posts/175612242910337,2016-12-07T06:27:21+0000,137,29,7,10201204821559936,Jonathan Joestar,status
163576114113950_175444256260469,https://www.facebook.com/163576114113950/posts/175444256260469,2016-12-07T01:55:14+0000,993,39,1,1381839295161299,Blake Bergstrom,photo
163576114113950_176095982861963,https://www.facebook.com/163576114113950/posts/176095982861963,2016-12-07T18:39:39+0000,367,12,0,10206461446194633,Sophia Forino,photo
163576114113950_174920389646189,https://www.facebook.com/163576114113950/posts/174920389646189,2016-12-06T11:33:04+0000,247,42,1,10204329909882523,Guillaume Kosmala,status
163576114113950_175572616247633,https://www.facebook.com/163576114113950/posts/175572616247633,2016-12-07T05:29:48+0000,1133,77,2,1354820461216362,Justin Nitzkowski,photo
163576114113950_176229739515254,https://www.facebook.com/163576114113950/posts/176229739515254,2016-12-07T22:09:32+0000,229,23,0,933027360075586,Cesar Ambriz,photo
163576114113950_176228729515355,https://www.facebook.com/163576114113950/posts/176228729515355,2016-12-07T22:07:12+0000,44,2,0,980032552076169,Nguyen Dinh Nguyen,photo
163576114113950_176224776182417,https://www.facebook.com/163576114113950/posts/176224776182417,2016-12-07T21:57:28+0000,123,10,0,1108939395806823,Saira Shahid,photo
163576114113950_176229346181960,https://www.facebook.com/163576114113950/posts/176229346181960,2016-12-07T22:08:11+0000,846,46,2,10208474295242807,Ruwan Thilakaratne,photo
163576114113950_175441216260773,https://www.facebook.com/163576114113950/posts/175441216260773,2016-12-07T01:50:25+0000,202,29,0,10205715814117954,Jack J. He,photo
163576114113950_175600926244802,https://www.facebook.com/163576114113950/posts/175600926244802,2016-12-07T06:14:37+0000,1755,49,47,1108897205808569,Eon Cabuhat,photo
163576114113950_175597166245178,https://www.facebook.com/163576114113950/posts/175597166245178,2016-12-07T06:06:53+0000,291,60,4,10204072127521995,Sean Silverstein,video
163576114113950_176227419515486,https://www.facebook.com/163576114113950/posts/176227419515486,2016-12-07T22:03:36+0000,632,12,0,987716667983335,Jason Ergina,photo
163576114113950_176214669516761,https://www.facebook.com/163576114113950/posts/176214669516761,2016-12-07T21:39:34+0000,534,46,0,10209195136099588,Dmitri Brereton,photo
163576114113950_176006572870904,https://www.facebook.com/163576114113950/posts/176006572870904,2016-12-07T16:31:07+0000,596,29,1,1624368584513385,Alex Yee,photo
163576114113950_176227382848823,https://www.facebook.com/163576114113950/posts/176227382848823,2016-12-07T22:03:27+0000,3,0,0,1624368584513385,Alex Yee,photo
163576114113950_176226379515590,https://www.facebook.com/163576114113950/posts/176226379515590,2016-12-07T22:01:36+0000,225,1,1,10207414221583080,Alan Mendoza,photo
163576114113950_176226202848941,https://www.facebook.com/163576114113950/posts/176226202848941,2016-12-07T22:00:52+0000,19,0,0,10207159840425884,Giselle Sadler,photo
163576114113950_175464656258429,https://www.facebook.com/163576114113950/posts/175464656258429,2016-12-07T02:32:39+0000,325,8,0,10208669661161957,Sanjay Britto,photo
163576114113950_175382596266635,https://www.facebook.com/163576114113950/posts/175382596266635,2016-12-06T23:44:59+0000,591,22,1,953272138075755,Christian Wooten,photo
163576114113950_176208592850702,https://www.facebook.com/163576114113950/posts/176208592850702,2016-12-07T21:28:36+0000,515,25,1,1006940406028953,Austin Gwiazdowski,photo
163576114113950_176225259515702,https://www.facebook.com/163576114113950/posts/176225259515702,2016-12-07T21:58:40+0000,83,2,2,1099276353446233,Evelyn Arroyo,video
163576114113950_176213966183498,https://www.facebook.com/163576114113950/posts/176213966183498,2016-12-07T21:39:03+0000,44,3,0,1068473203183651,Diane Lee,photo
163576114113950_176224582849103,https://www.facebook.com/163576114113950/posts/176224582849103,2016-12-07T21:56:49+0000,62,1,0,1234815613199619,Jacob Loo,photo
163576114113950_176201832851378,https://www.facebook.com/163576114113950/posts/176201832851378,2016-12-07T21:14:36+0000,30,3,0,1197434636936948,Desai Chu,photo
163576114113950_175267129611515,https://www.facebook.com/163576114113950/posts/175267129611515,2016-12-06T20:02:32+0000,175,16,0,10153648745391168,Jimmy Chottianchai,photo
163576114113950_175640819574146,https://www.facebook.com/163576114113950/posts/175640819574146,2016-12-07T07:10:35+0000,86,12,0,938489772865591,Ricardo Peña,photo
163576114113950_175367942934767,https://www.facebook.com/163576114113950/posts/175367942934767,2016-12-06T23:13:16+0000,356,28,8,10210427907521434,Marco Aquinde,video
163576114113950_174816186323276,https://www.facebook.com/163576114113950/posts/174816186323276,2016-12-06T08:34:01+0000,561,26,1,1006940406028953,Austin Gwiazdowski,photo
163576114113950_176134162858145,https://www.facebook.com/163576114113950/posts/176134162858145,2016-12-07T19:47:01+0000,74,2,0,970201936362547,Maxwell Armenta,photo
163576114113950_175316496273245,https://www.facebook.com/163576114113950/posts/175316496273245,2016-12-06T21:37:16+0000,612,113,2,655832044586905,Andrew Matar,photo
163576114113950_176222339515994,https://www.facebook.com/163576114113950/posts/176222339515994,2016-12-07T21:52:38+0000,17,0,0,1090503991002535,Amanda Araque,photo
163576114113950_175301706274724,https://www.facebook.com/163576114113950/posts/175301706274724,2016-12-06T21:10:37+0000,680,43,1,1006940406028953,Austin Gwiazdowski,photo
163576114113950_175491496255745,https://www.facebook.com/163576114113950/posts/175491496255745,2016-12-07T03:21:58+0000,150,15,0,1267856323276362,Brandon James,photo
163576114113950_176219679516260,https://www.facebook.com/163576114113950/posts/176219679516260,2016-12-07T21:45:54+0000,34,2,0,10204115963978774,Armin Takallou,link
163576114113950_174826979655530,https://www.facebook.com/163576114113950/posts/174826979655530,2016-12-06T08:51:21+0000,1914,171,13,10204440215879952,Jason Oliver,photo
163576114113950_175401012931460,https://www.facebook.com/163576114113950/posts/175401012931460,2016-12-07T00:26:41+0000,1076,90,4,193231874468830,Daniel Callos,photo
163576114113950_176105172861044,https://www.facebook.com/163576114113950/posts/176105172861044,2016-12-07T18:54:04+0000,330,21,0,580539845445886,Josh Kiley,photo
163576114113950_175720166232878,https://www.facebook.com/163576114113950/posts/175720166232878,2016-12-07T09:04:18+0000,384,24,1,1148345901928240,Alyssa Marie Uslander,photo
163576114113950_175502866254608,https://www.facebook.com/163576114113950/posts/175502866254608,2016-12-07T03:36:56+0000,381,17,0,1057374567667803,Nick Nikoian,photo
163576114113950_170425116762383,https://www.facebook.com/163576114113950/posts/170425116762383,2016-12-01T09:16:58+0000,373,80,2,10205544765674856,Jeremy Neptune,photo
163576114113950_176116649526563,https://www.facebook.com/163576114113950/posts/176116649526563,2016-12-07T19:11:36+0000,1102,37,0,10208684290014121,Wes Hartmann,photo
163576114113950_175695939568634,https://www.facebook.com/163576114113950/posts/175695939568634,2016-12-07T08:31:40+0000,1328,47,3,1108939395806823,Saira Shahid,photo
163576114113950_175664749571753,https://www.facebook.com/163576114113950/posts/175664749571753,2016-12-07T07:45:03+0000,101,10,0,10155140246224768,Aviv Kleinman,photo
163576114113950_176204339517794,https://www.facebook.com/163576114113950/posts/176204339517794,2016-12-07T21:20:04+0000,26,2,0,1140383585971914,Evelyn Hdez,video
163576114113950_175735606231334,https://www.facebook.com/163576114113950/posts/175735606231334,2016-12-07T09:38:22+0000,527,4,1,10203833149789738,Alex Lim,photo
163576114113950_175504342921127,https://www.facebook.com/163576114113950/posts/175504342921127,2016-12-07T03:39:38+0000,144,8,1,1118926484819421,Bijan Rahimi,photo
163576114113950_176217786183116,https://www.facebook.com/163576114113950/posts/176217786183116,2016-12-07T21:42:27+0000,11,0,0,10209280858728443,Danial Shaikh,photo
163576114113950_176215369516691,https://www.facebook.com/163576114113950/posts/176215369516691,2016-12-07T21:39:49+0000,8,0,0,711343952356938,Samuel Benjamin Murillo,photo
163576114113950_176214122850149,https://www.facebook.com/163576114113950/posts/176214122850149,2016-12-07T21:39:21+0000,11,0,0,10153581658449965,Antony Su,photo
163576114113950_175560072915554,https://www.facebook.com/163576114113950/posts/175560072915554,2016-12-07T05:10:03+0000,252,23,1,10207444897900929,Kartik Garg,photo
163576114113950_175235172948044,https://www.facebook.com/163576114113950/posts/175235172948044,2016-12-06T19:28:05+0000,237,3,0,10153648745391168,Jimmy Chottianchai,photo
163576114113950_175668196238075,https://www.facebook.com/163576114113950/posts/175668196238075,2016-12-07T07:50:48+0000,407,72,0,1231822710172876,Ali Rehman,photo
163576114113950_175469196257975,https://www.facebook.com/163576114113950/posts/175469196257975,2016-12-07T02:45:50+0000,82,3,0,1681466815455378,River Sween,photo
163576114113950_175428986261996,https://www.facebook.com/163576114113950/posts/175428986261996,2016-12-07T01:24:56+0000,1163,46,3,1159652644058282,Derek Moskowitz,photo
163576114113950_175320319606196,https://www.facebook.com/163576114113950/posts/175320319606196,2016-12-06T21:48:11+0000,605,63,3,1276615592368105,Kimberly Eddinger,photo
163576114113950_176187472852814,https://www.facebook.com/163576114113950/posts/176187472852814,2016-12-07T20:49:50+0000,21,1,0,1169846896359004,Eric Sangret,photo
163576114113950_176067469531481,https://www.facebook.com/163576114113950/posts/176067469531481,2016-12-07T18:01:55+0000,684,16,0,10204529987512092,Dylan Ler,photo
163576114113950_175653449572883,https://www.facebook.com/163576114113950/posts/175653449572883,2016-12-07T07:33:44+0000,670,36,0,1141179335902023,Annika Karody,photo
163576114113950_175675542904007,https://www.facebook.com/163576114113950/posts/175675542904007,2016-12-07T08:01:11+0000,33,5,1,1486496484701005,Jericho Palado,photo
163576114113950_174671979671030,https://www.facebook.com/163576114113950/posts/174671979671030,2016-12-06T05:05:47+0000,1107,128,15,1173859132671756,Angela Chen,photo
163576114113950_175380389600189,https://www.facebook.com/163576114113950/posts/175380389600189,2016-12-06T23:39:42+0000,105,2,0,1099307303469704,Bryce Bentley,photo
163576114113950_176207116184183,https://www.facebook.com/163576114113950/posts/176207116184183,2016-12-07T21:25:32+0000,84,4,0,10207931198145502,Noah Benjamin Raminick,photo
163576114113950_176206659517562,https://www.facebook.com/163576114113950/posts/176206659517562,2016-12-07T21:24:12+0000,499,9,1,1156077944450885,Kevin Chuang,photo
163576114113950_175695342902027,https://www.facebook.com/163576114113950/posts/175695342902027,2016-12-07T08:29:54+0000,1325,47,7,1148345901928240,Alyssa Marie Uslander,photo
163576114113950_175292752942286,https://www.facebook.com/163576114113950/posts/175292752942286,2016-12-06T20:53:39+0000,566,19,0,10153342403085345,Wali Kamal,photo
163576114113950_176204932851068,https://www.facebook.com/163576114113950/posts/176204932851068,2016-12-07T21:21:21+0000,20,1,0,1133465736682354,Kat Ivanovich,photo
163576114113950_176199556184939,https://www.facebook.com/163576114113950/posts/176199556184939,2016-12-07T21:09:16+0000,2,1,0,1146700912080372,Justin Blake Liu,photo
163576114113950_175669066237988,https://www.facebook.com/163576114113950/posts/175669066237988,2016-12-07T07:53:13+0000,163,17,1,10153563784739290,Jim Lee,video
163576114113950_176201676184727,https://www.facebook.com/163576114113950/posts/176201676184727,2016-12-07T21:14:04+0000,16,0,0,976886928998238,Justin Ambrosio,photo
163576114113950_176181662853395,https://www.facebook.com/163576114113950/posts/176181662853395,2016-12-07T20:41:37+0000,216,15,1,1194650220614159,Adam Cobb,video
163576114113950_175402642931297,https://www.facebook.com/163576114113950/posts/175402642931297,2016-12-07T00:30:59+0000,971,31,4,10209195136099588,Dmitri Brereton,photo
163576114113950_174670269671201,https://www.facebook.com/163576114113950/posts/174670269671201,2016-12-06T05:03:45+0000,506,37,2,1069871789761347,Theo Hong,photo
163576114113950_175772669560961,https://www.facebook.com/163576114113950/posts/175772669560961,2016-12-07T10:42:39+0000,299,23,0,1199943553426747,Sydney Austin,photo
163576114113950_175743666230528,https://www.facebook.com/163576114113950/posts/175743666230528,2016-12-07T09:44:52+0000,57,4,0,1075590642485521,Tarn Sidhu,photo
163576114113950_175668652904696,https://www.facebook.com/163576114113950/posts/175668652904696,2016-12-07T07:51:52+0000,824,11,0,1194843530542974,Nolan Rea,photo
163576114113950_174720046332890,https://www.facebook.com/163576114113950/posts/174720046332890,2016-12-06T06:01:34+0000,1092,95,10,10208196280128731,Don Pham,photo
163576114113950_175325666272328,https://www.facebook.com/163576114113950/posts/175325666272328,2016-12-06T21:54:56+0000,810,50,2,1587008631615999,Dayoung Lee,photo
163576114113950_174727129665515,https://www.facebook.com/163576114113950/posts/174727129665515,2016-12-06T06:09:25+0000,321,43,0,1068615983230896,Demian Davila,photo
163576114113950_176171849521043,https://www.facebook.com/163576114113950/posts/176171849521043,2016-12-07T20:20:34+0000,78,6,0,10206421536160502,Matt Burke,photo
163576114113950_176194779518750,https://www.facebook.com/163576114113950/posts/176194779518750,2016-12-07T21:00:42+0000,15,2,0,838661262947302,Frank Valdez,link
163576114113950_176194392852122,https://www.facebook.com/163576114113950/posts/176194392852122,2016-12-07T20:59:09+0000,20,0,0,10205929790338840,Parvaneh Shadkam,photo
163576114113950_176109916193903,https://www.facebook.com/163576114113950/posts/176109916193903,2016-12-07T19:01:29+0000,47,1,1,10204072127521995,Sean Silverstein,status
163576114113950_175585916246303,https://www.facebook.com/163576114113950/posts/175585916246303,2016-12-07T05:48:40+0000,70,8,3,1537085776621497,Neha Vasudeva,video
163576114113950_175791852892376,https://www.facebook.com/163576114113950/posts/175791852892376,2016-12-07T11:14:49+0000,237,15,0,1109518799059980,Mimi Burbank,photo
163576114113950_176189846185910,https://www.facebook.com/163576114113950/posts/176189846185910,2016-12-07T20:53:00+0000,31,0,1,10208959705456943,Kevin Nourani,photo
163576114113950_175715156233379,https://www.facebook.com/163576114113950/posts/175715156233379,2016-12-07T08:56:34+0000,28,1,0,10209765194275365,Viraj Yadav,photo
163576114113950_175504749587753,https://www.facebook.com/163576114113950/posts/175504749587753,2016-12-07T03:40:50+0000,941,178,12,384183668595262,Izzat Zaki,video
163576114113950_174846762986885,https://www.facebook.com/163576114113950/posts/174846762986885,2016-12-06T09:22:37+0000,159,16,0,605171122973330,Meredith Yates,photo
163576114113950_175713999566828,https://www.facebook.com/163576114113950/posts/175713999566828,2016-12-07T08:54:24+0000,21,0,0,1525489357467429,Matt Beüder,photo
163576114113950_175711992900362,https://www.facebook.com/163576114113950/posts/175711992900362,2016-12-07T08:50:46+0000,13,1,0,10209765194275365,Viraj Yadav,photo
163576114113950_175524506252444,https://www.facebook.com/163576114113950/posts/175524506252444,2016-12-07T04:24:45+0000,27,5,0,1149308201759964,Rebeca Flores,link
163576114113950_175463572925204,https://www.facebook.com/163576114113950/posts/175463572925204,2016-12-07T02:29:37+0000,34,5,0,1173278586019900,Boonyapiwat Somboonsup,photo
163576114113950_175711239567104,https://www.facebook.com/163576114113950/posts/175711239567104,2016-12-07T08:49:46+0000,33,0,0,10153682891535349,July Lim,photo
163576114113950_175708206234074,https://www.facebook.com/163576114113950/posts/175708206234074,2016-12-07T08:47:12+0000,81,5,1,10202930608825673,Alvin Vuong,video
163576114113950_175702172901344,https://www.facebook.com/163576114113950/posts/175702172901344,2016-12-07T08:37:49+0000,24,0,0,1041706702541773,Nitika Chellappa,photo
163576114113950_175695366235358,https://www.facebook.com/163576114113950/posts/175695366235358,2016-12-07T08:29:58+0000,82,0,0,1533608559986397,Melissa Folkerts,photo
163576114113950_175687646236130,https://www.facebook.com/163576114113950/posts/175687646236130,2016-12-07T08:18:27+0000,21,2,0,1057737464246858,Edgar Solórzano,photo
163576114113950_175650402906521,https://www.facebook.com/163576114113950/posts/175650402906521,2016-12-07T07:27:35+0000,10,1,0,1556781764649258,Qinhao Xu,photo
163576114113950_175685846236310,https://www.facebook.com/163576114113950/posts/175685846236310,2016-12-07T08:16:39+0000,44,0,0,10201167800753031,Patricia Ysabelle Eusala,photo
163576114113950_175504339587794,https://www.facebook.com/163576114113950/posts/175504339587794,2016-12-07T03:39:38+0000,179,14,0,1130725450273386,Joan Potatoz Phan,photo
163576114113950_175684222903139,https://www.facebook.com/163576114113950/posts/175684222903139,2016-12-07T08:13:25+0000,7,1,0,1044410075590883,Maha Rafi,photo
163576114113950_174697013001860,https://www.facebook.com/163576114113950/posts/174697013001860,2016-12-06T05:26:15+0000,304,14,1,1339508329445677,Nico Gist,photo
163576114113950_175666439571584,https://www.facebook.com/163576114113950/posts/175666439571584,2016-12-07T07:47:49+0000,58,2,0,998999086859595,Ben Lippert,photo
163576114113950_175682329569995,https://www.facebook.com/163576114113950/posts/175682329569995,2016-12-07T08:08:16+0000,33,0,0,1115207508508519,Harsh Patel,photo
163576114113950_175668949571333,https://www.facebook.com/163576114113950/posts/175668949571333,2016-12-07T07:52:55+0000,70,0,0,842288279214290,Simone Seliger,photo
163576114113950_175551229583105,https://www.facebook.com/163576114113950/posts/175551229583105,2016-12-07T04:55:40+0000,63,4,0,973084402728817,Joseph Gastinell,photo
163576114113950_174883116316583,https://www.facebook.com/163576114113950/posts/174883116316583,2016-12-06T10:30:24+0000,96,5,0,1190815290988908,Ricardo Munoz,photo
163576114113950_175479392923622,https://www.facebook.com/163576114113950/posts/175479392923622,2016-12-07T03:04:34+0000,45,1,0,1398353646842576,Cole Baldecchi,photo
163576114113950_175664142905147,https://www.facebook.com/163576114113950/posts/175664142905147,2016-12-07T07:43:11+0000,36,1,0,1352516154799626,Michael Okene,photo
163576114113950_175325649605663,https://www.facebook.com/163576114113950/posts/175325649605663,2016-12-06T21:54:50+0000,39,5,0,1109518799059980,Mimi Burbank,video
163576114113950_175580779580150,https://www.facebook.com/163576114113950/posts/175580779580150,2016-12-07T05:37:20+0000,203,3,0,983413298453325,Cheyenne Aoelua,photo
163576114113950_175060916298803,https://www.facebook.com/163576114113950/posts/175060916298803,2016-12-06T14:47:37+0000,65,2,0,1150804601635486,Kyle Pagdayunan,status
163576114113950_175651076239787,https://www.facebook.com/163576114113950/posts/175651076239787,2016-12-07T07:29:27+0000,69,1,0,10155140246224768,Aviv Kleinman,photo
163576114113950_175408182930743,https://www.facebook.com/163576114113950/posts/175408182930743,2016-12-07T00:45:39+0000,49,2,0,1192069714220756,Jhem Quintana,photo
163576114113950_175522722919289,https://www.facebook.com/163576114113950/posts/175522722919289,2016-12-07T04:20:45+0000,44,5,0,1097753473683717,Dominique Stumbaugh,photo
163576114113950_174895782981983,https://www.facebook.com/163576114113950/posts/174895782981983,2016-12-06T10:52:09+0000,141,6,0,10205464837008966,Simon Zhang,photo
163576114113950_175364316268463,https://www.facebook.com/163576114113950/posts/175364316268463,2016-12-06T23:04:34+0000,265,18,0,1231822710172876,Ali Rehman,photo
163576114113950_174758579662370,https://www.facebook.com/163576114113950/posts/174758579662370,2016-12-06T06:56:49+0000,319,13,0,1049916558404803,Jason Mally,photo
163576114113950_175389806265914,https://www.facebook.com/163576114113950/posts/175389806265914,2016-12-06T23:59:15+0000,11,1,0,10205576739012850,Kristy Lee Amber Martinez,photo
163576114113950_175627636242131,https://www.facebook.com/163576114113950/posts/175627636242131,2016-12-07T06:50:40+0000,21,2,0,1044410075590883,Maha Rafi,photo
163576114113950_175316376273257,https://www.facebook.com/163576114113950/posts/175316376273257,2016-12-06T21:37:01+0000,313,14,0,10206816928256540,Blake Katsev,photo
163576114113950_174698496335045,https://www.facebook.com/163576114113950/posts/174698496335045,2016-12-06T05:29:23+0000,409,20,2,1060700760692427,Trent Thomas,photo
163576114113950_175636166241278,https://www.facebook.com/163576114113950/posts/175636166241278,2016-12-07T07:02:44+0000,11,1,0,523489687833622,Warrick Ma,photo
163576114113950_175273639610864,https://www.facebook.com/163576114113950/posts/175273639610864,2016-12-06T20:15:58+0000,160,20,3,1009290312485278,David Gonzalez Avalos,link
163576114113950_175217532949808,https://www.facebook.com/163576114113950/posts/175217532949808,2016-12-06T18:59:24+0000,178,5,0,169951886743858,Rafael Franco,photo
163576114113950_175613312910230,https://www.facebook.com/163576114113950/posts/175613312910230,2016-12-07T06:29:47+0000,44,3,0,724945810997337,Justin Nguyen,photo
163576114113950_175132792958282,https://www.facebook.com/163576114113950/posts/175132792958282,2016-12-06T16:45:12+0000,291,11,5,2089164061309004,Dylan Fam,photo
163576114113950_175569669581261,https://www.facebook.com/163576114113950/posts/175569669581261,2016-12-07T05:23:44+0000,35,3,0,10206496836363291,Cameron Keller,photo
163576114113950_175631039575124,https://www.facebook.com/163576114113950/posts/175631039575124,2016-12-07T06:55:46+0000,25,1,0,728464460626615,Fernando Lainez Lemus,link
163576114113950_174850352986526,https://www.facebook.com/163576114113950/posts/174850352986526,2016-12-06T09:30:41+0000,137,32,0,1044410075590883,Maha Rafi,photo
163576114113950_174389893032572,https://www.facebook.com/163576114113950/posts/174389893032572,2016-12-05T20:46:14+0000,1024,23,3,1562253404088259,Aaron Knuteson,photo
163576114113950_175625459575682,https://www.facebook.com/163576114113950/posts/175625459575682,2016-12-07T06:47:21+0000,17,0,0,193231874468830,Daniel Callos,photo
163576114113950_175592556245639,https://www.facebook.com/163576114113950/posts/175592556245639,2016-12-07T05:55:29+0000,59,3,0,507486682753079,Alejandro Núñez Gutiérrez,photo
163576114113950_175350236269871,https://www.facebook.com/163576114113950/posts/175350236269871,2016-12-06T22:29:19+0000,160,8,1,10208327837823120,Bibek Ghimire,photo
163576114113950_174642053007356,https://www.facebook.com/163576114113950/posts/174642053007356,2016-12-06T04:20:45+0000,1060,37,1,10208385800313736,Jake Kauffman,photo
163576114113950_175405009597727,https://www.facebook.com/163576114113950/posts/175405009597727,2016-12-07T00:38:38+0000,22,3,0,10205534794990002,Jabr Abumaali,photo
163576114113950_175597299578498,https://www.facebook.com/163576114113950/posts/175597299578498,2016-12-07T06:07:18+0000,22,3,0,1076353089083455,Joey Pevec,photo
163576114113950_175451219593106,https://www.facebook.com/163576114113950/posts/175451219593106,2016-12-07T02:09:03+0000,33,4,0,10205239687911293,Daniel Dobrin,photo
163576114113950_175134939624734,https://www.facebook.com/163576114113950/posts/175134939624734,2016-12-06T16:49:12+0000,64,2,0,10207679168919831,Nazee Banayan,photo
163576114113950_175419646262930,https://www.facebook.com/163576114113950/posts/175419646262930,2016-12-07T01:07:23+0000,92,9,0,1140466506007285,Thinh Le,photo
163576114113950_175586002912961,https://www.facebook.com/163576114113950/posts/175586002912961,2016-12-07T05:48:58+0000,47,1,0,1062370060489858,Edgar Palacios,photo
163576114113950_175349889603239,https://www.facebook.com/163576114113950/posts/175349889603239,2016-12-06T22:27:52+0000,125,4,0,1040076972723278,Devon Sanders,photo
163576114113950_175607039577524,https://www.facebook.com/163576114113950/posts/175607039577524,2016-12-07T06:19:34+0000,11,0,0,1091887824165260,Hersh Chopra,photo
163576114113950_175575369580691,https://www.facebook.com/163576114113950/posts/175575369580691,2016-12-07T05:35:07+0000,15,2,0,10153439125829716,Sohum Dalal,photo
163576114113950_175594832912078,https://www.facebook.com/163576114113950/posts/175594832912078,2016-12-07T06:01:24+0000,37,0,0,10207679168919831,Nazee Banayan,photo
163576114113950_175381049600123,https://www.facebook.com/163576114113950/posts/175381049600123,2016-12-06T23:41:22+0000,102,7,0,10210838450015307,Jeff Cohen,link
163576114113950_175466269591601,https://www.facebook.com/163576114113950/posts/175466269591601,2016-12-07T02:38:45+0000,106,5,0,1125672844189920,Benjamin Lee,photo
163576114113950_174745666330328,https://www.facebook.com/163576114113950/posts/174745666330328,2016-12-06T06:34:31+0000,187,14,0,10153342403085345,Wali Kamal,photo
163576114113950_175581889580039,https://www.facebook.com/163576114113950/posts/175581889580039,2016-12-07T05:40:45+0000,9,0,0,10208409031523377,Aric Niemi,photo
163576114113950_175575442914017,https://www.facebook.com/163576114113950/posts/175575442914017,2016-12-07T05:35:19+0000,36,0,0,1096717727025869,Tal Newfield,photo
163576114113950_175551359583092,https://www.facebook.com/163576114113950/posts/175551359583092,2016-12-07T04:56:06+0000,49,2,0,1049651515065278,Sohaib Kazmi,photo
163576114113950_175571989581029,https://www.facebook.com/163576114113950/posts/175571989581029,2016-12-07T05:27:53+0000,24,0,0,1093191204032595,Kevin Xu,photo
